#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,edge_id,entity_id,entity_type,measurement_id,tag_id,tenant_id
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:08:00Z,3141952389.2017307,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:09:00Z,3141952389.444055,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:10:00Z,3141952389.6354775,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:11:00Z,3141952390.0729294,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:12:00Z,3141952390.7544875,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:13:00Z,3141952391.4880433,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:14:00Z,3141952392.182165,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:15:00Z,3141952392.601581,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:16:00Z,3141952392.7865357,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
,,0,2026-04-10T04:33:29.296656441Z,2026-04-10T07:33:29.296656441Z,2026-04-10T05:17:00Z,3141952392.9686065,energy,069ceef5-c089-40d5-b56c-6cca9fcfe296,069ceef5-c089-40d5-b56c-6cca9fcfe296,0de12792-1831-4fcd-9a43-d5206e56a013,energy_meter,44f2535a-4548-4677-9fca-62b85d4a1a52,1b3e3023-3e10-4604-b76d-27b885dd33b8,5855b8fe-6af9-4765-aeee-6d8441ec2a70
